# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:35
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 1
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 5.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1
    5816.069,  3420,  Arrival, after,   2,  55,   1
    5816.674,  3421,  Arrival,before,   1,  55,   1
    5816.674,  3421,  Arrival, after,   2,  56,   1
    5816.755,  3422,  Arrival,before,   1,  56,   1
    5816.755,  3422,  Arrival, after,   2,  57,   1
    5821.463,  3423,  Arrival,before,   1,  57,   1
    5821.463,  3423,  Arrival, after,   2,  58,   1
    5831.415,  3418,Finish(1),before,   1,  58,   1
    5831.415,  3418,Finish(1), after,   2,  57,   1
    5832.270,  3426,Finish(1),before,   1,  57,   1
    5832.270,  3426,Finish(1), after,   2,  56,   1
    5844.274,  3424,  Arrival,before,   1,  56,   1
    5844.274,  3424,  Arrival, after,   2,  57,   1
    5846.781,  3429,  Arrival,before,   1,  57,   1
    5846.781,  3429,  Arrival, after,   2,  58,   1
    5849.644,  3430,  Arrival,before,   1,  58,   1
    5849.644,  3430,  Arrival, after,   2,  59,   1
    5853.137,  3428,Finish(1),before,   1,  59,   1
    5853.137,  3428,Finish(1), after,   2,  58,   1
    5856.646,  3431,  Arrival,before,   1,  58,   1
    5856.646,  3431,  Arrival, after,   2,  59,   1
    5856.792,  3434,  Arrival,before,   1,  59,   1
    5856.792,  3434,  Arrival, after,   2,  60,   1
    5858.079,  3433,Finish(1),before,   1,  60,   1
    5858.079,  3433,Finish(1), after,   2,  59,   1
    5861.943,  3435,  Arrival,before,   1,  59,   1
    5861.943,  3435,  Arrival, after,   2,  60,   1
    5865.037,  3437,Finish(1),before,   1,  60,   1
    5865.037,  3437,Finish(1), after,   2,  59,   1
    5868.411,  3438,  Arrival,before,   1,  59,   1
    5868.411,  3438,  Arrival, after,   2,  60,   1
    5871.021,  3440,Finish(1),before,   1,  60,   1
    5871.021,  3440,Finish(1), after,   2,  59,   1
    5872.247,  3441,  Arrival,before,   1,  59,   1
    5872.247,  3441,  Arrival, after,   2,  60,   1
    5872.306,  3444,  Arrival,before,   1,  60,   1
    5872.306,  3444,  Arrival, after,   2,  61,   1
    5872.629,  3443,Finish(1),before,   1,  61,   1
    5872.629,  3443,Finish(1), after,   2,  60,   1
    5874.411,  3447,Finish(1),before,   1,  60,   1
    5874.411,  3447,Finish(1), after,   2,  59,   1
    5876.161,  3445,  Arrival,before,   1,  59,   1
    5876.161,  3445,  Arrival, after,   2,  60,   1
    5876.333,  3449,Finish(1),before,   1,  60,   1
    5876.333,  3449,Finish(1), after,   2,  59,   1
    5877.938,  3450,  Arrival,before,   1,  59,   1
    5877.938,  3450,  Arrival, after,   2,  60,   1
    5878.814,  3452,Finish(1),before,   1,  60,   1
    5878.814,  3452,Finish(1), after,   2,  59,   1
    5886.049,  3453,  Arrival,before,   1,  59,   1
    5886.049,  3453,  Arrival, after,   2,  60,   1
    5887.023,  3455,Finish(1),before,   1,  60,   1
    5887.023,  3455,Finish(1), after,   2,  59,   1
    5891.294,  3458,Finish(1),before,   1,  59,   1
    5891.294,  3458,Finish(1), after,   2,  58,   1
    5891.323,  3460,Finish(1),before,   1,  58,   1
    5891.323,  3460,Finish(1), after,   2,  57,   1
    5892.702,  3462,Finish(1),before,   1,  57,   1
    5892.702,  3462,Finish(1), after,   2,  56,   1
    5892.988,  3456,  Arrival,before,   1,  56,   1
    5892.988,  3456,  Arrival, after,   2,  57,   1
    5895.823,  3465,  Arrival,before,   1,  57,   1
    5895.823,  3465,  Arrival, after,   2,  58,   1
    5898.497,  3464,Finish(1),before,   1,  58,   1
    5898.497,  3464,Finish(1), after,   2,  57,   1
    5900.243,  3466,  Arrival,before,   1,  57,   1
    5900.243,  3466,  Arrival, after,   2,  58,   1
    5902.793,  3469,  Arrival,before,   1,  58,   1
    5902.793,  3469,  Arrival, after,   2,  59,   1
    5903.653,  3470,  Arrival,before,   1,  59,   1
    5903.653,  3470,  Arrival, after,   2,  60,   1
    5908.389,  3468,Finish(1),before,   1,  60,   1
    5908.389,  3468,Finish(1), after,   2,  59,   1
    5910.963,  3471,  Arrival,before,   1,  59,   1
    5910.963,  3471,  Arrival, after,   2,  60,   1
    5912.561,  3474,  Arrival,before,   1,  60,   1
    5912.561,  3474,  Arrival, after,   2,  61,   1
    5913.592,  3473,Finish(1),before,   1,  61,   1
    5913.592,  3473,Finish(1), after,   2,  60,   1
    5916.467,  3475,  Arrival,before,   1,  60,   1
    5916.467,  3475,  Arrival, after,   2,  61,   1
    5918.658,  3477,Finish(1),before,   1,  61,   1
    5918.658,  3477,Finish(1), after,   2,  60,   1
    5919.548,  3478,  Arrival,before,   1,  60,   1
    5919.548,  3478,  Arrival, after,   2,  61,   1
    5922.821,  3481,  Arrival,before,   1,  61,   1
    5922.821,  3481,  Arrival, after,   2,  62,   1
    5925.480,  3482,  Arrival,before,   1,  62,   1
    5925.480,  3482,  Arrival, after,   2,  63,   1
    5927.011,  3483,  Arrival,before,   1,  63,   1
    5927.011,  3483,  Arrival, after,   2,  64,   1
    5929.779,  3480,Finish(1),before,   1,  64,   1
    5929.779,  3480,Finish(1), after,   2,  63,   1
    5931.621,  3486,Finish(1),before,   1,  63,   1
    5931.621,  3486,Finish(1), after,   2,  62,   1
    5932.456,  3484,  Arrival,before,   1,  62,   1
    5932.456,  3484,  Arrival, after,   2,  63,   1
    5932.731,  3489,  Arrival,before,   1,  63,   1
    5932.731,  3489,  Arrival, after,   2,  64,   1
    5932.944,  3490,  Arrival,before,   1,  64,   1
    5932.944,  3490,  Arrival, after,   2,  65,   1
    5943.444,  3488,Finish(1),before,   1,  65,   1
    5943.444,  3488,Finish(1), after,   2,  64,   1
    5945.115,  3491,  Arrival,before,   1,  64,   1
    5945.115,  3491,  Arrival, after,   2,  65,   1
    5946.620,  3493,Finish(1),before,   1,  65,   1
    5946.620,  3493,Finish(1), after,   2,  64,   1
    5946.836,  3496,Finish(1),before,   1,  64,   1
    5946.836,  3496,Finish(1), after,   2,  63,   1
    5950.689,  3494,  Arrival,before,   1,  63,   1
    5950.689,  3494,  Arrival, after,   2,  64,   1
    5951.909,  3499,  Arrival,before,   1,  64,   1
    5951.909,  3499,  Arrival, after,   2,  65,   1
    5952.237,  3500,  Arrival,before,   1,  65,   1
    5952.237,  3500,  Arrival, after,   2,  66,   1
    5952.409,  3501,  Arrival,before,   1,  66,   1
    5952.409,  3501,  Arrival, after,   2,  67,   1
    5952.558,  3502,  Arrival,before,   1,  67,   1
    5952.558,  3502,  Arrival, after,   2,  68,   1
    5964.226,  3498,Finish(1),before,   1,  68,   1
    5964.226,  3498,Finish(1), after,   2,  67,   1
    5964.277,  3505,Finish(1),before,   1,  67,   1
    5964.277,  3505,Finish(1), after,   2,  66,   1
    5964.366,  3507,Finish(1),before,   1,  66,   1
    5964.366,  3507,Finish(1), after,   2,  65,   1
    5964.378,  3509,Finish(1),before,   1,  65,   1
    5964.378,  3509,Finish(1), after,   2,  64,   1
    5972.287,  3503,  Arrival,before,   1,  64,   1
    5972.287,  3503,  Arrival, after,   2,  65,   1
    5976.369,  3511,Finish(1),before,   1,  65,   1
    5976.369,  3511,Finish(1), after,   2,  64,   1
    5980.253,  3514,Finish(1),before,   1,  64,   1
    5980.253,  3514,Finish(1), after,   2,  63,   1
    5981.062,  3516,Finish(1),before,   1,  63,   1
    5981.062,  3516,Finish(1), after,   2,  62,   1
    5981.927,  3512,  Arrival,before,   1,  62,   1
    5981.927,  3512,  Arrival, after,   2,  63,   1
    5985.285,  3519,  Arrival,before,   1,  63,   1
    5985.285,  3519,  Arrival, after,   2,  64,   1
    5986.078,  3520,  Arrival,before,   1,  64,   1
    5986.078,  3520,  Arrival, after,   2,  65,   1
    5991.316,  3518,Finish(1),before,   1,  65,   1
    5991.316,  3518,Finish(1), after,   2,  64,   1
    5992.269,  3523,Finish(1),before,   1,  64,   1
    5992.269,  3523,Finish(1), after,   2,  63,   1
    5992.579,  3525,Finish(1),before,   1,  63,   1
    5992.579,  3525,Finish(1), after,   2,  62,   1
    5994.029,  3527,Finish(1),before,   1,  62,   1
    5994.029,  3527,Finish(1), after,   2,  61,   1
    5995.752,  3521,  Arrival,before,   1,  61,   1
    5995.752,  3521,  Arrival, after,   2,  62,   1
    5999.268,  3530,  Arrival,before,   1,  62,   1
    5999.268,  3530,  Arrival, after,   2,  63,   1
    6001.329,  3531,  Arrival,before,   1,  63,   1
    6001.329,  3531,  Arrival, after,   2,  64,   1
    6001.480,  3532,  Arrival,before,   1,  64,   1
    6001.480,  3532,  Arrival, after,   2,  65,   1
    6001.717,  3533,  Arrival,before,   1,  65,   1
    6001.717,  3533,  Arrival, after,   2,  66,   1
    6003.112,  3534,  Arrival,before,   1,  66,   1
    6003.112,  3534,  Arrival, after,   2,  67,   1
    6003.609,  3535,  Arrival,before,   1,  67,   1
    6003.609,  3535,  Arrival, after,   2,  68,   1
    6003.634,  3529,Finish(1),before,   1,  68,   1
    6003.634,  3529,Finish(1), after,   2,  67,   1
    6004.697,  3538,Finish(1),before,   1,  67,   1
    6004.697,  3538,Finish(1), after,   2,  66,   1
    6005.771,  3540,Finish(1),before,   1,  66,   1
    6005.771,  3540,Finish(1), after,   2,  65,   1
    6008.285,  3542,Finish(1),before,   1,  65,   1
    6008.285,  3542,Finish(1), after,   2,  64,   1
    6009.523,  3536,  Arrival,before,   1,  64,   1
    6009.523,  3536,  Arrival, after,   2,  65,   1
    6009.890,  3544,Finish(1),before,   1,  65,   1
    6009.890,  3544,Finish(1), after,   2,  64,   1
    6011.751,  3545,  Arrival,before,   1,  64,   1
    6011.751,  3545,  Arrival, after,   2,  65,   1
    6013.137,  3548,  Arrival,before,   1,  65,   1
    6013.137,  3548,  Arrival, after,   2,  66,   1
    6014.259,  3549,  Arrival,before,   1,  66,   1
    6014.259,  3549,  Arrival, after,   2,  67,   1
    6018.377,  3547,Finish(1),before,   1,  67,   1
    6018.377,  3547,Finish(1), after,   2,  66,   1
    6020.275,  3552,Finish(1),before,   1,  66,   1
    6020.275,  3552,Finish(1), after,   2,  65,   1
    6020.291,  3550,  Arrival,before,   1,  65,   1
    6020.291,  3550,  Arrival, after,   2,  66,   1
    6020.965,  3554,Finish(1),before,   1,  66,   1
    6020.965,  3554,Finish(1), after,   2,  65,   1
    6021.103,  3555,  Arrival,before,   1,  65,   1
    6021.103,  3555,  Arrival, after,   2,  66,   1
    6026.371,  3557,Finish(1),before,   1,  66,   1
    6026.371,  3557,Finish(1), after,   2,  65,   1
    6026.664,  3560,Finish(1),before,   1,  65,   1
    6026.664,  3560,Finish(1), after,   2,  64,   1
    6032.500,  3562,Finish(1),before,   1,  64,   1
    6032.500,  3562,Finish(1), after,   2,  63,   1
    6033.087,  3564,Finish(1),before,   1,  63,   1
    6033.087,  3564,Finish(1), after,   2,  62,   1
    6033.181,  3566,Finish(1),before,   1,  62,   1
    6033.181,  3566,Finish(1), after,   2,  61,   1
    6042.386,  3568,Finish(1),before,   1,  61,   1
    6042.386,  3568,Finish(1), after,   2,  60,   1
    6042.402,  3558,  Arrival,before,   1,  60,   1
    6042.402,  3558,  Arrival, after,   2,  61,   1
    6046.028,  3570,Finish(1),before,   1,  61,   1
    6046.028,  3570,Finish(1), after,   2,  60,   1
    6049.310,  3571,  Arrival,before,   1,  60,   1
    6049.310,  3571,  Arrival, after,   2,  61,   1
    6050.470,  3573,Finish(1),before,   1,  61,   1
    6050.470,  3573,Finish(1), after,   2,  60,   1
    6052.343,  3576,Finish(1),before,   1,  60,   1
    6052.343,  3576,Finish(1), after,   2,  59,   1
    6054.158,  3574,  Arrival,before,   1,  59,   1
    6054.158,  3574,  Arrival, after,   2,  60,   1
    6054.544,  3579,  Arrival,before,   1,  60,   1
    6054.544,  3579,  Arrival, after,   2,  61,   1
    6058.849,  3578,Finish(1),before,   1,  61,   1
    6058.849,  3578,Finish(1), after,   2,  60,   1
    6059.081,  3580,  Arrival,before,   1,  60,   1
    6059.081,  3580,  Arrival, after,   2,  61,   1
    6059.345,  3582,Finish(1),before,   1,  61,   1
    6059.345,  3582,Finish(1), after,   2,  60,   1
    6060.313,  3583,  Arrival,before,   1,  60,   1
    6060.313,  3583,  Arrival, after,   2,  61,   1
    6060.320,  3585,Finish(1),before,   1,  61,   1
    6060.320,  3585,Finish(1), after,   2,  60,   1
    6061.035,  3588,Finish(1),before,   1,  60,   1
    6061.035,  3588,Finish(1), after,   2,  59,   1
    6066.820,  3590,Finish(1),before,   1,  59,   1
    6066.820,  3590,Finish(1), after,   2,  58,   1
    6069.484,  3592,Finish(1),before,   1,  58,   1
    6069.484,  3592,Finish(1), after,   2,  57,   1
    6072.408,  3586,  Arrival,before,   1,  57,   1
    6072.408,  3586,  Arrival, after,   2,  58,   1
    6072.858,  3595,  Arrival,before,   1,  58,   1
    6072.858,  3595,  Arrival, after,   2,  59,   1
    6073.565,  3594,Finish(1),before,   1,  59,   1
    6073.565,  3594,Finish(1), after,   2,  58,   1
    6076.764,  3596,  Arrival,before,   1,  58,   1
    6076.764,  3596,  Arrival, after,   2,  59,   1
    6080.209,  3599,  Arrival,before,   1,  59,   1
    6080.209,  3599,  Arrival, after,   2,  60,   1
    6080.847,  3600,  Arrival,before,   1,  60,   1
    6080.847,  3600,  Arrival, after,   2,  61,   1
    6089.755,  3601,  Arrival,before,   1,  61,   1
    6089.755,  3601,  Arrival, after,   2,  62,   1
    6091.072,  3598,Finish(1),before,   1,  62,   1
    6091.072,  3598,Finish(1), after,   2,  61,   1
    6092.435,  3602,  Arrival,before,   1,  61,   1
    6092.435,  3602,  Arrival, after,   2,  62,   1
    6095.480,  3605,  Arrival,before,   1,  62,   1
    6095.480,  3605,  Arrival, after,   2,  63,   1
    6097.591,  3606,  Arrival,before,   1,  63,   1
    6097.591,  3606,  Arrival, after,   2,  64,   1
    6099.885,  3607,  Arrival,before,   1,  64,   1
    6099.885,  3607,  Arrival, after,   2,  65,   1
    6100.414,  3608,  Arrival,before,   1,  65,   1
    6100.414,  3608,  Arrival, after,   2,  66,   1
    6102.799,  3609,  Arrival,before,   1,  66,   1
    6102.799,  3609,  Arrival, after,   2,  67,   1
    6103.118,  3604,Finish(1),before,   1,  67,   1
    6103.118,  3604,Finish(1), after,   2,  66,   1
    6107.818,  3610,  Arrival,before,   1,  66,   1
    6107.818,  3610,  Arrival, after,   2,  67,   1
    6112.355,  3612,Finish(1),before,   1,  67,   1
    6112.355,  3612,Finish(1), after,   2,  66,   1
    6133.548,  3615,Finish(1),before,   1,  66,   1
    6133.548,  3615,Finish(1), after,   2,  65,   1
    6134.162,  3613,  Arrival,before,   1,  65,   1
    6134.162,  3613,  Arrival, after,   2,  66,   1
    6137.831,  3618,  Arrival,before,   1,  66,   1
    6137.831,  3618,  Arrival, after,   2,  67,   1
    6143.533,  3619,  Arrival,before,   1,  67,   1
    6143.533,  3619,  Arrival, after,   2,  68,   1
    6143.565,  3617,Finish(1),before,   1,  68,   1
    6143.565,  3617,Finish(1), after,   2,  67,   1
    6146.348,  3622,Finish(1),before,   1,  67,   1
    6146.348,  3622,Finish(1), after,   2,  66,   1
    6146.788,  3620,  Arrival,before,   1,  66,   1
    6146.788,  3620,  Arrival, after,   2,  67,   1
    6147.026,  3625,  Arrival,before,   1,  67,   1
    6147.026,  3625,  Arrival, after,   2,  68,   1
    6148.583,  3626,  Arrival,before,   1,  68,   1
    6148.583,  3626,  Arrival, after,   2,  69,   1
    6150.242,  3627,  Arrival,before,   1,  69,   1
    6150.242,  3627,  Arrival, after,   2,  70,   1
    6154.325,  3624,Finish(1),before,   1,  70,   1
    6154.325,  3624,Finish(1), after,   2,  69,   1
    6160.012,  3628,  Arrival,before,   1,  69,   1
    6160.012,  3628,  Arrival, after,   2,  70,   1
    6165.233,  3631,  Arrival,before,   1,  70,   1
    6165.233,  3631,  Arrival, after,   2,  71,   1
    6167.594,  3630,Finish(1),before,   1,  71,   1
    6167.594,  3630,Finish(1), after,   2,  70,   1
    6170.447,  3632,  Arrival,before,   1,  70,   1
    6170.447,  3632,  Arrival, after,   2,  71,   1
    6172.426,  3634,Finish(1),before,   1,  71,   1
    6172.426,  3634,Finish(1), after,   2,  70,   1
    6175.381,  3635,  Arrival,before,   1,  70,   1
    6175.381,  3635,  Arrival, after,   2,  71,   1
    6175.404,  3637,Finish(1),before,   1,  71,   1
    6175.404,  3637,Finish(1), after,   2,  70,   1
    6181.654,  3638,  Arrival,before,   1,  70,   1
    6181.654,  3638,  Arrival, after,   2,  71,   1
    6181.706,  3640,Finish(1),before,   1,  71,   1
    6181.706,  3640,Finish(1), after,   2,  70,   1
    6182.709,  3643,Finish(1),before,   1,  70,   1
    6182.709,  3643,Finish(1), after,   2,  69,   1
    6183.581,  3645,Finish(1),before,   1,  69,   1
    6183.581,  3645,Finish(1), after,   2,  68,   1
    6186.376,  3647,Finish(1),before,   1,  68,   1
    6186.376,  3647,Finish(1), after,   2,  67,   1
    6190.869,  3641,  Arrival,before,   1,  67,   1
    6190.869,  3641,  Arrival, after,   2,  68,   1
    6191.329,  3649,Finish(1),before,   1,  68,   1
    6191.329,  3649,Finish(1), after,   2,  67,   1
    6196.084,  3650,  Arrival,before,   1,  67,   1
    6196.084,  3650,  Arrival, after,   2,  68,   1
    6199.651,  3653,  Arrival,before,   1,  68,   1
    6199.651,  3653,  Arrival, after,   2,  69,   1
    6201.682,  3652,Finish(1),before,   1,  69,   1
    6201.682,  3652,Finish(1), after,   2,  68,   1
    6202.699,  3656,Finish(1),before,   1,  68,   1
    6202.699,  3656,Finish(1), after,   2,  67,   1
    6204.896,  3658,Finish(1),before,   1,  67,   1
    6204.896,  3658,Finish(1), after,   2,  66,   1
    6215.529,  3654,  Arrival,before,   1,  66,   1
    6215.529,  3654,  Arrival, after,   2,  67,   1
    6217.400,  3660,Finish(1),before,   1,  67,   1
    6217.400,  3660,Finish(1), after,   2,  66,   1
    6225.489,  3661,  Arrival,before,   1,  66,   1
    6225.489,  3661,  Arrival, after,   2,  67,   1
    6225.740,  3663,Finish(1),before,   1,  67,   1
    6225.740,  3663,Finish(1), after,   2,  66,   1
    6227.444,  3664,  Arrival,before,   1,  66,   1
    6227.444,  3664,  Arrival, after,   2,  67,   1
    6227.982,  3666,Finish(1),before,   1,  67,   1
    6227.982,  3666,Finish(1), after,   2,  66,   1
    6228.622,  3669,Finish(1),before,   1,  66,   1
    6228.622,  3669,Finish(1), after,   2,  65,   1
    6228.886,  3671,Finish(1),before,   1,  65,   1
    6228.886,  3671,Finish(1), after,   2,  64,   1
    6231.699,  3667,  Arrival,before,   1,  64,   1
    6231.699,  3667,  Arrival, after,   2,  65,   1
    6231.805,  3674,  Arrival,before,   1,  65,   1
    6231.805,  3674,  Arrival, after,   2,  66,   1
    6233.545,  3673,Finish(1),before,   1,  66,   1
    6233.545,  3673,Finish(1), after,   2,  65,   1
    6233.614,  3675,  Arrival,before,   1,  65,   1
    6233.614,  3675,  Arrival, after,   2,  66,   1
    6235.324,  3678,  Arrival,before,   1,  66,   1
    6235.324,  3678,  Arrival, after,   2,  67,   1
    6237.205,  3677,Finish(1),before,   1,  67,   1
    6237.205,  3677,Finish(1), after,   2,  66,   1
    6238.930,  3681,Finish(1),before,   1,  66,   1
    6238.930,  3681,Finish(1), after,   2,  65,   1
    6240.182,  3683,Finish(1),before,   1,  65,   1
    6240.182,  3683,Finish(1), after,   2,  64,   1
    6242.435,  3685,Finish(1),before,   1,  64,   1
    6242.435,  3685,Finish(1), after,   2,  63,   1
    6242.447,  3687,Finish(1),before,   1,  63,   1
    6242.447,  3687,Finish(1), after,   2,  62,   1
    6242.603,  3689,Finish(1),before,   1,  62,   1
    6242.603,  3689,Finish(1), after,   2,  61,   1
    6245.908,  3679,  Arrival,before,   1,  61,   1
    6245.908,  3679,  Arrival, after,   2,  62,   1
    6250.307,  3692,  Arrival,before,   1,  62,   1
    6250.307,  3692,  Arrival, after,   2,  63,   1
    6254.786,  3693,  Arrival,before,   1,  63,   1
    6254.786,  3693,  Arrival, after,   2,  64,   1
    6258.670,  3694,  Arrival,before,   1,  64,   1
    6258.670,  3694,  Arrival, after,   2,  65,   1
    6259.439,  3691,Finish(1),before,   1,  65,   1
    6259.439,  3691,Finish(1), after,   2,  64,   1
    6260.822,  3695,  Arrival,before,   1,  64,   1
    6260.822,  3695,  Arrival, after,   2,  65,   1
    6261.607,  3698,  Arrival,before,   1,  65,   1
    6261.607,  3698,  Arrival, after,   2,  66,   1
    6262.985,  3697,Finish(1),before,   1,  66,   1
    6262.985,  3697,Finish(1), after,   2,  65,   1
    6263.241,  3701,Finish(1),before,   1,  65,   1
    6263.241,  3701,Finish(1), after,   2,  64,   1
    6274.169,  3699,  Arrival,before,   1,  64,   1
    6274.169,  3699,  Arrival, after,   2,  65,   1
    6277.475,  3704,  Arrival,before,   1,  65,   1
    6277.475,  3704,  Arrival, after,   2,  66,   1
    6282.308,  3703,Finish(1),before,   1,  66,   1
    6282.308,  3703,Finish(1), after,   2,  65,   1
    6288.456,  3707,Finish(1),before,   1,  65,   1
    6288.456,  3707,Finish(1), after,   2,  64,   1
    6290.030,  3705,  Arrival,before,   1,  64,   1
    6290.030,  3705,  Arrival, after,   2,  65,   1
    6295.093,  3709,Finish(1),before,   1,  65,   1
    6295.093,  3709,Finish(1), after,   2,  64,   1
    6297.600,  3710,  Arrival,before,   1,  64,   1
    6297.600,  3710,  Arrival, after,   2,  65,   1
    6303.363,  3712,Finish(1),before,   1,  65,   1
    6303.363,  3712,Finish(1), after,   2,  64,   1
    6303.607,  3713,  Arrival,before,   1,  64,   1
    6303.607,  3713,  Arrival, after,   2,  65,   1
    6305.154,  3716,  Arrival,before,   1,  65,   1
    6305.154,  3716,  Arrival, after,   2,  66,   1
    6307.063,  3715,Finish(1),before,   1,  66,   1
    6307.063,  3715,Finish(1), after,   2,  65,   1
    6307.481,  3717,  Arrival,before,   1,  65,   1
    6307.481,  3717,  Arrival, after,   2,  66,   1
    6307.847,  3720,  Arrival,before,   1,  66,   1
    6307.847,  3720,  Arrival, after,   2,  67,   1
    6310.697,  3721,  Arrival,before,   1,  67,   1
    6310.697,  3721,  Arrival, after,   2,  68,   1
    6312.606,  3719,Finish(1),before,   1,  68,   1
    6312.606,  3719,Finish(1), after,   2,  67,   1
    6316.126,  3722,  Arrival,before,   1,  67,   1
    6316.126,  3722,  Arrival, after,   2,  68,   1
    6321.253,  3725,  Arrival,before,   1,  68,   1
    6321.253,  3725,  Arrival, after,   2,  69,   1
    6323.355,  3724,Finish(1),before,   1,  69,   1
    6323.355,  3724,Finish(1), after,   2,  68,   1
    6323.822,  3726,  Arrival,before,   1,  68,   1
    6323.822,  3726,  Arrival, after,   2,  69,   1
    6328.204,  3728,Finish(1),before,   1,  69,   1
    6328.204,  3728,Finish(1), after,   2,  68,   1
    6329.540,  3731,Finish(1),before,   1,  68,   1
    6329.540,  3731,Finish(1), after,   2,  67,   1
    6330.208,  3729,  Arrival,before,   1,  67,   1
    6330.208,  3729,  Arrival, after,   2,  68,   1
    6332.712,  3734,  Arrival,before,   1,  68,   1
    6332.712,  3734,  Arrival, after,   2,  69,   1
    6338.228,  3735,  Arrival,before,   1,  69,   1
    6338.228,  3735,  Arrival, after,   2,  70,   1
    6340.374,  3736,  Arrival,before,   1,  70,   1
    6340.374,  3736,  Arrival, after,   2,  71,   1
    6343.008,  3737,  Arrival,before,   1,  71,   1
    6343.008,  3737,  Arrival, after,   2,  72,   1
    6346.565,  3733,Finish(1),before,   1,  72,   1
    6346.565,  3733,Finish(1), after,   2,  71,   1
    6352.446,  3738,  Arrival,before,   1,  71,   1
    6352.446,  3738,  Arrival, after,   2,  72,   1
    6356.877,  3741,  Arrival,before,   1,  72,   1
    6356.877,  3741,  Arrival, after,   2,  73,   1
    6357.586,  3742,  Arrival,before,   1,  73,   1
    6357.586,  3742,  Arrival, after,   2,  74,   1
    6360.240,  3740,Finish(1),before,   1,  74,   1
    6360.240,  3740,Finish(1), after,   2,  73,   1
    6360.645,  3745,Finish(1),before,   1,  73,   1
    6360.645,  3745,Finish(1), after,   2,  72,   1
    6365.822,  3747,Finish(1),before,   1,  72,   1
    6365.822,  3747,Finish(1), after,   2,  71,   1
    6370.547,  3743,  Arrival,before,   1,  71,   1
    6370.547,  3743,  Arrival, after,   2,  72,   1
    6370.883,  3749,Finish(1),before,   1,  72,   1
    6370.883,  3749,Finish(1), after,   2,  71,   1
    6371.892,  3750,  Arrival,before,   1,  71,   1
    6371.892,  3750,  Arrival, after,   2,  72,   1
    6377.860,  3753,  Arrival,before,   1,  72,   1
    6377.860,  3753,  Arrival, after,   2,  73,   1
    6380.501,  3754,  Arrival,before,   1,  73,   1
    6380.501,  3754,  Arrival, after,   2,  74,   1
    6380.819,  3752,Finish(1),before,   1,  74,   1
    6380.819,  3752,Finish(1), after,   2,  73,   1
    6383.428,  3757,Finish(1),before,   1,  73,   1
    6383.428,  3757,Finish(1), after,   2,  72,   1
    6392.511,  3755,  Arrival,before,   1,  72,   1
    6392.511,  3755,  Arrival, after,   2,  73,   1
    6392.610,  3760,  Arrival,before,   1,  73,   1
    6392.610,  3760,  Arrival, after,   2,  74,   1
    6392.950,  3761,  Arrival,before,   1,  74,   1
    6392.950,  3761,  Arrival, after,   2,  75,   1
    6394.047,  3762,  Arrival,before,   1,  75,   1
    6394.047,  3762,  Arrival, after,   2,  76,   1
    6397.712,  3763,  Arrival,before,   1,  76,   1
    6397.712,  3763,  Arrival, after,   2,  77,   1
    6400.485,  3759,Finish(1),before,   1,  77,   1
    6400.485,  3759,Finish(1), after,   2,  76,   1
    6401.257,  3766,Finish(1),before,   1,  76,   1
    6401.257,  3766,Finish(1), after,   2,  75,   1
    6401.319,  3768,Finish(1),before,   1,  75,   1
    6401.319,  3768,Finish(1), after,   2,  74,   1
    6401.358,  3770,Finish(1),before,   1,  74,   1
    6401.358,  3770,Finish(1), after,   2,  73,   1
    6405.949,  3764,  Arrival,before,   1,  73,   1
    6405.949,  3764,  Arrival, after,   2,  74,   1
    6406.132,  3773,  Arrival,before,   1,  74,   1
    6406.132,  3773,  Arrival, after,   2,  75,   1
    6407.844,  3774,  Arrival,before,   1,  75,   1
    6407.844,  3774,  Arrival, after,   2,  76,   1
    6409.437,  3775,  Arrival,before,   1,  76,   1
    6409.437,  3775,  Arrival, after,   2,  77,   1
    6411.597,  3776,  Arrival,before,   1,  77,   1
    6411.597,  3776,  Arrival, after,   2,  78,   1
    6411.850,  3777,  Arrival,before,   1,  78,   1
    6411.850,  3777,  Arrival, after,   2,  79,   1
    6412.025,  3778,  Arrival,before,   1,  79,   1
    6412.025,  3778,  Arrival, after,   2,  80,   1
    6416.507,  3772,Finish(1),before,   1,  80,   1
    6416.507,  3772,Finish(1), after,   2,  79,   1
    6417.990,  3779,  Arrival,before,   1,  79,   1
    6417.990,  3779,  Arrival, after,   2,  80,   1
    6418.464,  3782,  Arrival,before,   1,  80,   1
    6418.464,  3782,  Arrival, after,   2,  81,   1
    6423.129,  3781,Finish(1),before,   1,  81,   1
    6423.129,  3781,Finish(1), after,   2,  80,   1
    6425.011,  3783,  Arrival,before,   1,  80,   1
    6425.011,  3783,  Arrival, after,   2,  81,   1
    6426.698,  3785,Finish(1),before,   1,  81,   1
    6426.698,  3785,Finish(1), after,   2,  80,   1
    6434.697,  3788,Finish(1),before,   1,  80,   1
    6434.697,  3788,Finish(1), after,   2,  79,   1
    6440.934,  3786,  Arrival,before,   1,  79,   1
    6440.934,  3786,  Arrival, after,   2,  80,   1
    6441.223,  3790,Finish(1),before,   1,  80,   1
    6441.223,  3790,Finish(1), after,   2,  79,   1
