# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1,length_queue2,in_service2
    4864.814,  2840,  Arrival,before,   2,   8,   1,   3,   1
    4864.814,  2840,  Arrival, after,   3,   8,   1,   4,   1
    4867.152,  2849,  Arrival,before,   2,   8,   1,   4,   1
    4867.152,  2849,  Arrival, after,   3,   8,   1,   5,   1
    4872.762,  2850,  Arrival,before,   2,   8,   1,   5,   1
    4872.762,  2850,  Arrival, after,   3,   8,   1,   6,   1
    4874.503,  2851,  Arrival,before,   2,   8,   1,   6,   1
    4874.503,  2851,  Arrival, after,   3,   8,   1,   7,   1
    4874.904,  2839,Finish(1),before,   2,   8,   1,   7,   1
    4874.904,  2839,Finish(1), after,   3,   7,   1,   7,   1
    4886.505,  2848,Finish(2),before,   2,   7,   1,   7,   1
    4886.505,  2848,Finish(2), after,   3,   7,   1,   6,   1
    4887.005,  2854,Finish(1),before,   2,   7,   1,   6,   1
    4887.005,  2854,Finish(1), after,   3,   6,   1,   6,   1
    4887.239,  2858,Finish(1),before,   2,   6,   1,   6,   1
    4887.239,  2858,Finish(1), after,   3,   5,   1,   6,   1
    4889.747,  2860,Finish(1),before,   2,   5,   1,   6,   1
    4889.747,  2860,Finish(1), after,   3,   4,   1,   6,   1
    4897.175,  2862,Finish(1),before,   2,   4,   1,   6,   1
    4897.175,  2862,Finish(1), after,   3,   3,   1,   6,   1
    4897.488,  2864,Finish(1),before,   2,   3,   1,   6,   1
    4897.488,  2864,Finish(1), after,   3,   2,   1,   6,   1
    4898.866,  2856,Finish(2),before,   2,   2,   1,   6,   1
    4898.866,  2856,Finish(2), after,   3,   2,   1,   5,   1
    4901.848,  2868,Finish(2),before,   2,   2,   1,   5,   1
    4901.848,  2868,Finish(2), after,   3,   2,   1,   4,   1
    4903.027,  2852,  Arrival,before,   2,   2,   1,   4,   1
    4903.027,  2852,  Arrival, after,   3,   3,   1,   4,   1
    4904.468,  2870,Finish(2),before,   2,   3,   1,   4,   1
    4904.468,  2870,Finish(2), after,   3,   3,   1,   3,   1
    4906.110,  2871,  Arrival,before,   2,   3,   1,   3,   1
    4906.110,  2871,  Arrival, after,   3,   4,   1,   3,   1
    4906.458,  2873,Finish(2),before,   2,   4,   1,   3,   1
    4906.458,  2873,Finish(2), after,   3,   4,   1,   2,   1
    4911.987,  2874,  Arrival,before,   2,   4,   1,   2,   1
    4911.987,  2874,  Arrival, after,   3,   4,   1,   3,   1
    4913.024,  2866,Finish(1),before,   2,   4,   1,   3,   1
    4913.024,  2866,Finish(1), after,   3,   3,   1,   3,   1
    4918.120,  2877,  Arrival,before,   2,   3,   1,   3,   1
    4918.120,  2877,  Arrival, after,   3,   4,   1,   3,   1
    4920.249,  2876,Finish(2),before,   2,   4,   1,   3,   1
    4920.249,  2876,Finish(2), after,   3,   4,   1,   2,   1
    4928.062,  2879,Finish(1),before,   2,   4,   1,   2,   1
    4928.062,  2879,Finish(1), after,   3,   3,   1,   2,   1
    4928.847,  2884,Finish(1),before,   2,   3,   1,   2,   1
    4928.847,  2884,Finish(1), after,   3,   2,   1,   2,   1
    4934.473,  2880,  Arrival,before,   2,   2,   1,   2,   1
    4934.473,  2880,  Arrival, after,   3,   3,   1,   2,   1
    4934.941,  2887,  Arrival,before,   2,   3,   1,   2,   1
    4934.941,  2887,  Arrival, after,   3,   3,   1,   3,   1
    4936.241,  2888,  Arrival,before,   2,   3,   1,   3,   1
    4936.241,  2888,  Arrival, after,   3,   4,   1,   3,   1
    4936.286,  2889,  Arrival,before,   2,   4,   1,   3,   1
    4936.286,  2889,  Arrival, after,   3,   4,   1,   4,   1
    4937.313,  2882,Finish(2),before,   2,   4,   1,   4,   1
    4937.313,  2882,Finish(2), after,   3,   4,   1,   3,   1
    4940.421,  2890,  Arrival,before,   2,   4,   1,   3,   1
    4940.421,  2890,  Arrival, after,   3,   4,   1,   4,   1
    4946.292,  2893,  Arrival,before,   2,   4,   1,   4,   1
    4946.292,  2893,  Arrival, after,   3,   5,   1,   4,   1
    4947.204,  2894,  Arrival,before,   2,   5,   1,   4,   1
    4947.204,  2894,  Arrival, after,   3,   5,   1,   5,   1
    4949.074,  2895,  Arrival,before,   2,   5,   1,   5,   1
    4949.074,  2895,  Arrival, after,   3,   6,   1,   5,   1
    4949.117,  2896,  Arrival,before,   2,   6,   1,   5,   1
    4949.117,  2896,  Arrival, after,   3,   6,   1,   6,   1
    4950.713,  2892,Finish(2),before,   2,   6,   1,   6,   1
    4950.713,  2892,Finish(2), after,   3,   6,   1,   5,   1
    4951.695,  2897,  Arrival,before,   2,   6,   1,   5,   1
    4951.695,  2897,  Arrival, after,   3,   6,   1,   6,   1
    4952.717,  2899,Finish(2),before,   2,   6,   1,   6,   1
    4952.717,  2899,Finish(2), after,   3,   6,   1,   5,   1
    4954.861,  2886,Finish(1),before,   2,   6,   1,   5,   1
    4954.861,  2886,Finish(1), after,   3,   5,   1,   5,   1
    4959.443,  2900,  Arrival,before,   2,   5,   1,   5,   1
    4959.443,  2900,  Arrival, after,   3,   6,   1,   5,   1
    4960.468,  2902,Finish(2),before,   2,   6,   1,   5,   1
    4960.468,  2902,Finish(2), after,   3,   6,   1,   4,   1
    4963.616,  2905,  Arrival,before,   2,   6,   1,   4,   1
    4963.616,  2905,  Arrival, after,   3,   6,   1,   5,   1
    4963.815,  2908,  Arrival,before,   2,   6,   1,   5,   1
    4963.815,  2908,  Arrival, after,   3,   6,   1,   6,   1
    4964.614,  2909,  Arrival,before,   2,   6,   1,   6,   1
    4964.614,  2909,  Arrival, after,   3,   7,   1,   6,   1
    4965.900,  2910,  Arrival,before,   2,   7,   1,   6,   1
    4965.900,  2910,  Arrival, after,   3,   7,   1,   7,   1
    4967.889,  2904,Finish(1),before,   2,   7,   1,   7,   1
    4967.889,  2904,Finish(1), after,   3,   6,   1,   7,   1
    4969.182,  2911,  Arrival,before,   2,   6,   1,   7,   1
    4969.182,  2911,  Arrival, after,   3,   7,   1,   7,   1
    4972.352,  2913,Finish(1),before,   2,   7,   1,   7,   1
    4972.352,  2913,Finish(1), after,   3,   6,   1,   7,   1
    4973.200,  2916,Finish(1),before,   2,   6,   1,   7,   1
    4973.200,  2916,Finish(1), after,   3,   5,   1,   7,   1
    4973.484,  2907,Finish(2),before,   2,   5,   1,   7,   1
    4973.484,  2907,Finish(2), after,   3,   5,   1,   6,   1
    4973.844,  2920,Finish(2),before,   2,   5,   1,   6,   1
    4973.844,  2920,Finish(2), after,   3,   5,   1,   5,   1
    4974.595,  2918,Finish(1),before,   2,   5,   1,   5,   1
    4974.595,  2918,Finish(1), after,   3,   4,   1,   5,   1
    4980.402,  2922,Finish(2),before,   2,   4,   1,   5,   1
    4980.402,  2922,Finish(2), after,   3,   4,   1,   4,   1
    4985.967,  2914,  Arrival,before,   2,   4,   1,   4,   1
    4985.967,  2914,  Arrival, after,   3,   5,   1,   4,   1
    4987.978,  2927,  Arrival,before,   2,   5,   1,   4,   1
    4987.978,  2927,  Arrival, after,   3,   5,   1,   5,   1
    4990.427,  2924,Finish(1),before,   2,   5,   1,   5,   1
    4990.427,  2924,Finish(1), after,   3,   4,   1,   5,   1
    4993.391,  2928,  Arrival,before,   2,   4,   1,   5,   1
    4993.391,  2928,  Arrival, after,   3,   5,   1,   5,   1
    4995.772,  2931,  Arrival,before,   2,   5,   1,   5,   1
    4995.772,  2931,  Arrival, after,   3,   6,   1,   5,   1
    5000.215,  2930,Finish(1),before,   2,   6,   1,   5,   1
    5000.215,  2930,Finish(1), after,   3,   5,   1,   5,   1
    5001.009,  2926,Finish(2),before,   2,   5,   1,   5,   1
    5001.009,  2926,Finish(2), after,   3,   5,   1,   4,   1
    5001.603,  2936,Finish(2),before,   2,   5,   1,   4,   1
    5001.603,  2936,Finish(2), after,   3,   5,   1,   3,   1
    5002.027,  2938,Finish(2),before,   2,   5,   1,   3,   1
    5002.027,  2938,Finish(2), after,   3,   5,   1,   2,   1
    5004.573,  2932,  Arrival,before,   2,   5,   1,   2,   1
    5004.573,  2932,  Arrival, after,   3,   5,   1,   3,   1
    5005.933,  2941,  Arrival,before,   2,   5,   1,   3,   1
    5005.933,  2941,  Arrival, after,   3,   5,   1,   4,   1
    5010.285,  2942,  Arrival,before,   2,   5,   1,   4,   1
    5010.285,  2942,  Arrival, after,   3,   5,   1,   5,   1
    5011.982,  2943,  Arrival,before,   2,   5,   1,   5,   1
    5011.982,  2943,  Arrival, after,   3,   6,   1,   5,   1
    5014.518,  2934,Finish(1),before,   2,   6,   1,   5,   1
    5014.518,  2934,Finish(1), after,   3,   5,   1,   5,   1
    5015.077,  2944,  Arrival,before,   2,   5,   1,   5,   1
    5015.077,  2944,  Arrival, after,   3,   6,   1,   5,   1
    5016.107,  2940,Finish(2),before,   2,   6,   1,   5,   1
    5016.107,  2940,Finish(2), after,   3,   6,   1,   4,   1
    5018.443,  2947,  Arrival,before,   2,   6,   1,   4,   1
    5018.443,  2947,  Arrival, after,   3,   6,   1,   5,   1
    5028.204,  2950,  Arrival,before,   2,   6,   1,   5,   1
    5028.204,  2950,  Arrival, after,   3,   6,   1,   6,   1
    5030.175,  2951,  Arrival,before,   2,   6,   1,   6,   1
    5030.175,  2951,  Arrival, after,   3,   7,   1,   6,   1
    5030.610,  2946,Finish(1),before,   2,   7,   1,   6,   1
    5030.610,  2946,Finish(1), after,   3,   6,   1,   6,   1
    5032.606,  2952,  Arrival,before,   2,   6,   1,   6,   1
    5032.606,  2952,  Arrival, after,   3,   7,   1,   6,   1
    5035.245,  2949,Finish(2),before,   2,   7,   1,   6,   1
    5035.245,  2949,Finish(2), after,   3,   7,   1,   5,   1
    5035.881,  2955,  Arrival,before,   2,   7,   1,   5,   1
    5035.881,  2955,  Arrival, after,   3,   7,   1,   6,   1
    5036.224,  2958,  Arrival,before,   2,   7,   1,   6,   1
    5036.224,  2958,  Arrival, after,   3,   7,   1,   7,   1
    5036.407,  2954,Finish(1),before,   2,   7,   1,   7,   1
    5036.407,  2954,Finish(1), after,   3,   6,   1,   7,   1
    5039.313,  2959,  Arrival,before,   2,   6,   1,   7,   1
    5039.313,  2959,  Arrival, after,   3,   7,   1,   7,   1
    5040.592,  2962,  Arrival,before,   2,   7,   1,   7,   1
    5040.592,  2962,  Arrival, after,   3,   8,   1,   7,   1
    5040.860,  2963,  Arrival,before,   2,   8,   1,   7,   1
    5040.860,  2963,  Arrival, after,   3,   8,   1,   8,   1
    5042.333,  2957,Finish(2),before,   2,   8,   1,   8,   1
    5042.333,  2957,Finish(2), after,   3,   8,   1,   7,   1
    5043.893,  2966,Finish(2),before,   2,   8,   1,   7,   1
    5043.893,  2966,Finish(2), after,   3,   8,   1,   6,   1
    5044.663,  2964,  Arrival,before,   2,   8,   1,   6,   1
    5044.663,  2964,  Arrival, after,   3,   8,   1,   7,   1
    5052.903,  2961,Finish(1),before,   2,   8,   1,   7,   1
    5052.903,  2961,Finish(1), after,   3,   7,   1,   7,   1
    5055.435,  2969,  Arrival,before,   2,   7,   1,   7,   1
    5055.435,  2969,  Arrival, after,   3,   8,   1,   7,   1
    5059.240,  2971,Finish(1),before,   2,   8,   1,   7,   1
    5059.240,  2971,Finish(1), after,   3,   7,   1,   7,   1
    5061.701,  2968,Finish(2),before,   2,   7,   1,   7,   1
    5061.701,  2968,Finish(2), after,   3,   7,   1,   6,   1
    5062.143,  2976,Finish(2),before,   2,   7,   1,   6,   1
    5062.143,  2976,Finish(2), after,   3,   7,   1,   5,   1
    5066.737,  2972,  Arrival,before,   2,   7,   1,   5,   1
    5066.737,  2972,  Arrival, after,   3,   7,   1,   6,   1
    5066.804,  2979,  Arrival,before,   2,   7,   1,   6,   1
    5066.804,  2979,  Arrival, after,   3,   7,   1,   7,   1
    5068.286,  2980,  Arrival,before,   2,   7,   1,   7,   1
    5068.286,  2980,  Arrival, after,   3,   8,   1,   7,   1
    5068.798,  2978,Finish(2),before,   2,   8,   1,   7,   1
    5068.798,  2978,Finish(2), after,   3,   8,   1,   6,   1
    5069.335,  2981,  Arrival,before,   2,   8,   1,   6,   1
    5069.335,  2981,  Arrival, after,   3,   8,   1,   7,   1
    5069.847,  2974,Finish(1),before,   2,   8,   1,   7,   1
    5069.847,  2974,Finish(1), after,   3,   7,   1,   7,   1
    5070.283,  2986,Finish(1),before,   2,   7,   1,   7,   1
    5070.283,  2986,Finish(1), after,   3,   6,   1,   7,   1
    5071.615,  2988,Finish(1),before,   2,   6,   1,   7,   1
    5071.615,  2988,Finish(1), after,   3,   5,   1,   7,   1
    5074.900,  2983,Finish(2),before,   2,   5,   1,   7,   1
    5074.900,  2983,Finish(2), after,   3,   5,   1,   6,   1
    5074.943,  2990,Finish(1),before,   2,   5,   1,   6,   1
    5074.943,  2990,Finish(1), after,   3,   4,   1,   6,   1
    5075.397,  2984,  Arrival,before,   2,   4,   1,   6,   1
    5075.397,  2984,  Arrival, after,   3,   5,   1,   6,   1
    5075.744,  2995,  Arrival,before,   2,   5,   1,   6,   1
    5075.744,  2995,  Arrival, after,   3,   6,   1,   6,   1
    5079.251,  2996,  Arrival,before,   2,   6,   1,   6,   1
    5079.251,  2996,  Arrival, after,   3,   7,   1,   6,   1
    5080.077,  2992,Finish(2),before,   2,   7,   1,   6,   1
    5080.077,  2992,Finish(2), after,   3,   7,   1,   5,   1
    5083.626,  2994,Finish(1),before,   2,   7,   1,   5,   1
    5083.626,  2994,Finish(1), after,   3,   6,   1,   5,   1
    5087.027,  2997,  Arrival,before,   2,   6,   1,   5,   1
    5087.027,  2997,  Arrival, after,   3,   6,   1,   6,   1
    5089.458,  3002,  Arrival,before,   2,   6,   1,   6,   1
    5089.458,  3002,  Arrival, after,   3,   7,   1,   6,   1
    5094.564,  3003,  Arrival,before,   2,   7,   1,   6,   1
    5094.564,  3003,  Arrival, after,   3,   7,   1,   7,   1
    5095.211,  3004,  Arrival,before,   2,   7,   1,   7,   1
    5095.211,  3004,  Arrival, after,   3,   8,   1,   7,   1
    5096.981,  2999,Finish(2),before,   2,   8,   1,   7,   1
    5096.981,  2999,Finish(2), after,   3,   8,   1,   6,   1
    5099.108,  3001,Finish(1),before,   2,   8,   1,   6,   1
    5099.108,  3001,Finish(1), after,   3,   7,   1,   6,   1
    5101.634,  3005,  Arrival,before,   2,   7,   1,   6,   1
    5101.634,  3005,  Arrival, after,   3,   7,   1,   7,   1
    5104.823,  3010,  Arrival,before,   2,   7,   1,   7,   1
    5104.823,  3010,  Arrival, after,   3,   8,   1,   7,   1
    5104.903,  3009,Finish(1),before,   2,   8,   1,   7,   1
    5104.903,  3009,Finish(1), after,   3,   7,   1,   7,   1
    5106.174,  3013,Finish(1),before,   2,   7,   1,   7,   1
    5106.174,  3013,Finish(1), after,   3,   6,   1,   7,   1
    5108.109,  3015,Finish(1),before,   2,   6,   1,   7,   1
    5108.109,  3015,Finish(1), after,   3,   5,   1,   7,   1
    5109.770,  3007,Finish(2),before,   2,   5,   1,   7,   1
    5109.770,  3007,Finish(2), after,   3,   5,   1,   6,   1
    5113.601,  3019,Finish(2),before,   2,   5,   1,   6,   1
    5113.601,  3019,Finish(2), after,   3,   5,   1,   5,   1
    5116.820,  3017,Finish(1),before,   2,   5,   1,   5,   1
    5116.820,  3017,Finish(1), after,   3,   4,   1,   5,   1
    5119.526,  3021,Finish(2),before,   2,   4,   1,   5,   1
    5119.526,  3021,Finish(2), after,   3,   4,   1,   4,   1
    5124.356,  3025,Finish(2),before,   2,   4,   1,   4,   1
    5124.356,  3025,Finish(2), after,   3,   4,   1,   3,   1
    5126.284,  3011,  Arrival,before,   2,   4,   1,   3,   1
    5126.284,  3011,  Arrival, after,   3,   4,   1,   4,   1
    5134.783,  3023,Finish(1),before,   2,   4,   1,   4,   1
    5134.783,  3023,Finish(1), after,   3,   3,   1,   4,   1
    5136.472,  3030,Finish(1),before,   2,   3,   1,   4,   1
    5136.472,  3030,Finish(1), after,   3,   2,   1,   4,   1
    5136.598,  3032,Finish(1),before,   2,   2,   1,   4,   1
    5136.598,  3032,Finish(1), after,   3,   1,   1,   4,   1
    5142.787,  3034,Finish(1),before,   2,   1,   1,   4,   1
    5142.787,  3034,Finish(1), after,   3,   0,   1,   4,   1
    5143.122,  3028,  Arrival,before,   2,   0,   1,   4,   1
    5143.122,  3028,  Arrival, after,   3,   1,   1,   4,   1
    5146.113,  3036,Finish(1),before,   2,   1,   1,   4,   1
    5146.113,  3036,Finish(1), after,   3,   0,   1,   4,   1
    5152.658,  3027,Finish(2),before,   2,   0,   1,   4,   1
    5152.658,  3027,Finish(2), after,   3,   0,   1,   3,   1
    5157.096,  3041,Finish(2),before,   2,   0,   1,   3,   1
    5157.096,  3041,Finish(2), after,   3,   0,   1,   2,   1
    5159.354,  3037,  Arrival,before,   2,   0,   1,   2,   1
    5159.354,  3037,  Arrival, after,   3,   1,   1,   2,   1
    5161.500,  3044,  Arrival,before,   2,   1,   1,   2,   1
    5161.500,  3044,  Arrival, after,   3,   2,   1,   2,   1
    5163.160,  3039,Finish(1),before,   2,   2,   1,   2,   1
    5163.160,  3039,Finish(1), after,   3,   1,   1,   2,   1
    5163.616,  3045,  Arrival,before,   2,   1,   1,   2,   1
    5163.616,  3045,  Arrival, after,   3,   2,   1,   2,   1
    5166.672,  3043,Finish(2),before,   2,   2,   1,   2,   1
    5166.672,  3043,Finish(2), after,   3,   2,   1,   1,   1
    5169.839,  3048,  Arrival,before,   2,   2,   1,   1,   1
    5169.839,  3048,  Arrival, after,   3,   2,   1,   2,   1
    5170.991,  3051,  Arrival,before,   2,   2,   1,   2,   1
    5170.991,  3051,  Arrival, after,   3,   3,   1,   2,   1
    5172.341,  3047,Finish(1),before,   2,   3,   1,   2,   1
    5172.341,  3047,Finish(1), after,   3,   2,   1,   2,   1
    5177.789,  3052,  Arrival,before,   2,   2,   1,   2,   1
    5177.789,  3052,  Arrival, after,   3,   3,   1,   2,   1
    5178.673,  3055,  Arrival,before,   2,   3,   1,   2,   1
    5178.673,  3055,  Arrival, after,   3,   3,   1,   3,   1
    5179.349,  3054,Finish(1),before,   2,   3,   1,   3,   1
    5179.349,  3054,Finish(1), after,   3,   2,   1,   3,   1
    5180.630,  3058,Finish(1),before,   2,   2,   1,   3,   1
    5180.630,  3058,Finish(1), after,   3,   1,   1,   3,   1
    5183.189,  3056,  Arrival,before,   2,   1,   1,   3,   1
    5183.189,  3056,  Arrival, after,   3,   2,   1,   3,   1
    5184.765,  3061,  Arrival,before,   2,   2,   1,   3,   1
    5184.765,  3061,  Arrival, after,   3,   3,   1,   3,   1
    5186.161,  3062,  Arrival,before,   2,   3,   1,   3,   1
    5186.161,  3062,  Arrival, after,   3,   4,   1,   3,   1
    5188.204,  3060,Finish(1),before,   2,   4,   1,   3,   1
    5188.204,  3060,Finish(1), after,   3,   3,   1,   3,   1
    5188.730,  3065,Finish(1),before,   2,   3,   1,   3,   1
    5188.730,  3065,Finish(1), after,   3,   2,   1,   3,   1
    5189.194,  3063,  Arrival,before,   2,   2,   1,   3,   1
    5189.194,  3063,  Arrival, after,   3,   3,   1,   3,   1
    5195.686,  3067,Finish(1),before,   2,   3,   1,   3,   1
    5195.686,  3067,Finish(1), after,   3,   2,   1,   3,   1
    5197.676,  3070,Finish(1),before,   2,   2,   1,   3,   1
    5197.676,  3070,Finish(1), after,   3,   1,   1,   3,   1
    5199.204,  3068,  Arrival,before,   2,   1,   1,   3,   1
    5199.204,  3068,  Arrival, after,   3,   2,   1,   3,   1
    5200.502,  3050,Finish(2),before,   2,   2,   1,   3,   1
    5200.502,  3050,Finish(2), after,   3,   2,   1,   2,   1
    5203.644,  3075,Finish(2),before,   2,   2,   1,   2,   1
    5203.644,  3075,Finish(2), after,   3,   2,   1,   1,   1
    5208.455,  3073,  Arrival,before,   2,   2,   1,   1,   1
    5208.455,  3073,  Arrival, after,   3,   2,   1,   2,   1
    5208.463,  3078,  Arrival,before,   2,   2,   1,   2,   1
    5208.463,  3078,  Arrival, after,   3,   3,   1,   2,   1
    5209.732,  3079,  Arrival,before,   2,   3,   1,   2,   1
    5209.732,  3079,  Arrival, after,   3,   3,   1,   3,   1
    5213.744,  3080,  Arrival,before,   2,   3,   1,   3,   1
    5213.744,  3080,  Arrival, after,   3,   4,   1,   3,   1
    5218.912,  3081,  Arrival,before,   2,   4,   1,   3,   1
    5218.912,  3081,  Arrival, after,   3,   4,   1,   4,   1
    5219.109,  3082,  Arrival,before,   2,   4,   1,   4,   1
    5219.109,  3082,  Arrival, after,   3,   5,   1,   4,   1
    5219.836,  3072,Finish(1),before,   2,   5,   1,   4,   1
    5219.836,  3072,Finish(1), after,   3,   4,   1,   4,   1
    5220.063,  3083,  Arrival,before,   2,   4,   1,   4,   1
    5220.063,  3083,  Arrival, after,   3,   5,   1,   4,   1
    5225.509,  3086,  Arrival,before,   2,   5,   1,   4,   1
    5225.509,  3086,  Arrival, after,   3,   5,   1,   5,   1
    5228.595,  3085,Finish(1),before,   2,   5,   1,   5,   1
    5228.595,  3085,Finish(1), after,   3,   4,   1,   5,   1
    5228.947,  3089,Finish(1),before,   2,   4,   1,   5,   1
    5228.947,  3089,Finish(1), after,   3,   3,   1,   5,   1
    5232.481,  3091,Finish(1),before,   2,   3,   1,   5,   1
    5232.481,  3091,Finish(1), after,   3,   2,   1,   5,   1
    5236.344,  3087,  Arrival,before,   2,   2,   1,   5,   1
    5236.344,  3087,  Arrival, after,   3,   3,   1,   5,   1
    5238.630,  3077,Finish(2),before,   2,   3,   1,   5,   1
    5238.630,  3077,Finish(2), after,   3,   3,   1,   4,   1
    5243.511,  3093,Finish(1),before,   2,   3,   1,   4,   1
    5243.511,  3093,Finish(1), after,   3,   2,   1,   4,   1
    5245.649,  3094,  Arrival,before,   2,   2,   1,   4,   1
    5245.649,  3094,  Arrival, after,   3,   3,   1,   4,   1
    5247.568,  3098,Finish(1),before,   2,   3,   1,   4,   1
    5247.568,  3098,Finish(1), after,   3,   2,   1,   4,   1
    5249.658,  3096,Finish(2),before,   2,   2,   1,   4,   1
    5249.658,  3096,Finish(2), after,   3,   2,   1,   3,   1
    5250.655,  3099,  Arrival,before,   2,   2,   1,   3,   1
    5250.655,  3099,  Arrival, after,   3,   3,   1,   3,   1
    5254.249,  3104,  Arrival,before,   2,   3,   1,   3,   1
    5254.249,  3104,  Arrival, after,   3,   4,   1,   3,   1
    5257.168,  3105,  Arrival,before,   2,   4,   1,   3,   1
    5257.168,  3105,  Arrival, after,   3,   4,   1,   4,   1
    5262.041,  3106,  Arrival,before,   2,   4,   1,   4,   1
    5262.041,  3106,  Arrival, after,   3,   5,   1,   4,   1
    5265.236,  3107,  Arrival,before,   2,   5,   1,   4,   1
    5265.236,  3107,  Arrival, after,   3,   5,   1,   5,   1
    5265.526,  3108,  Arrival,before,   2,   5,   1,   5,   1
    5265.526,  3108,  Arrival, after,   3,   6,   1,   5,   1
    5270.211,  3101,Finish(1),before,   2,   6,   1,   5,   1
    5270.211,  3101,Finish(1), after,   3,   5,   1,   5,   1
    5270.917,  3109,  Arrival,before,   2,   5,   1,   5,   1
    5270.917,  3109,  Arrival, after,   3,   6,   1,   5,   1
    5273.137,  3112,  Arrival,before,   2,   6,   1,   5,   1
    5273.137,  3112,  Arrival, after,   3,   6,   1,   6,   1
    5276.232,  3103,Finish(2),before,   2,   6,   1,   6,   1
    5276.232,  3103,Finish(2), after,   3,   6,   1,   5,   1
    5280.084,  3113,  Arrival,before,   2,   6,   1,   5,   1
    5280.084,  3113,  Arrival, after,   3,   6,   1,   6,   1
    5284.515,  3111,Finish(1),before,   2,   6,   1,   6,   1
    5284.515,  3111,Finish(1), after,   3,   5,   1,   6,   1
    5286.219,  3115,Finish(2),before,   2,   5,   1,   6,   1
    5286.219,  3115,Finish(2), after,   3,   5,   1,   5,   1
    5287.753,  3118,Finish(1),before,   2,   5,   1,   5,   1
    5287.753,  3118,Finish(1), after,   3,   4,   1,   5,   1
    5288.791,  3116,  Arrival,before,   2,   4,   1,   5,   1
    5288.791,  3116,  Arrival, after,   3,   5,   1,   5,   1
    5297.579,  3120,Finish(2),before,   2,   5,   1,   5,   1
    5297.579,  3120,Finish(2), after,   3,   5,   1,   4,   1
    5301.740,  3122,Finish(1),before,   2,   5,   1,   4,   1
    5301.740,  3122,Finish(1), after,   3,   4,   1,   4,   1
    5302.117,  3123,  Arrival,before,   2,   4,   1,   4,   1
    5302.117,  3123,  Arrival, after,   3,   5,   1,   4,   1
    5304.294,  3128,  Arrival,before,   2,   5,   1,   4,   1
    5304.294,  3128,  Arrival, after,   3,   5,   1,   5,   1
    5305.744,  3129,  Arrival,before,   2,   5,   1,   5,   1
    5305.744,  3129,  Arrival, after,   3,   6,   1,   5,   1
    5306.621,  3130,  Arrival,before,   2,   6,   1,   5,   1
    5306.621,  3130,  Arrival, after,   3,   6,   1,   6,   1
    5308.773,  3131,  Arrival,before,   2,   6,   1,   6,   1
    5308.773,  3131,  Arrival, after,   3,   7,   1,   6,   1
    5309.442,  3125,Finish(2),before,   2,   7,   1,   6,   1
    5309.442,  3125,Finish(2), after,   3,   7,   1,   5,   1
    5310.290,  3134,Finish(2),before,   2,   7,   1,   5,   1
    5310.290,  3134,Finish(2), after,   3,   7,   1,   4,   1
    5314.326,  3132,  Arrival,before,   2,   7,   1,   4,   1
    5314.326,  3132,  Arrival, after,   3,   7,   1,   5,   1
    5315.923,  3137,  Arrival,before,   2,   7,   1,   5,   1
    5315.923,  3137,  Arrival, after,   3,   7,   1,   6,   1
    5315.926,  3138,  Arrival,before,   2,   7,   1,   6,   1
    5315.926,  3138,  Arrival, after,   3,   7,   1,   7,   1
    5316.723,  3139,  Arrival,before,   2,   7,   1,   7,   1
    5316.723,  3139,  Arrival, after,   3,   8,   1,   7,   1
    5318.660,  3140,  Arrival,before,   2,   8,   1,   7,   1
    5318.660,  3140,  Arrival, after,   3,   8,   1,   8,   1
    5324.368,  3141,  Arrival,before,   2,   8,   1,   8,   1
    5324.368,  3141,  Arrival, after,   3,   9,   1,   8,   1
    5330.253,  3127,Finish(1),before,   2,   9,   1,   8,   1
    5330.253,  3127,Finish(1), after,   3,   8,   1,   8,   1
    5330.332,  3136,Finish(2),before,   2,   8,   1,   8,   1
    5330.332,  3136,Finish(2), after,   3,   8,   1,   7,   1
    5335.234,  3142,  Arrival,before,   2,   8,   1,   7,   1
    5335.234,  3142,  Arrival, after,   3,   8,   1,   8,   1
    5339.488,  3144,Finish(1),before,   2,   8,   1,   8,   1
    5339.488,  3144,Finish(1), after,   3,   7,   1,   8,   1
    5342.454,  3147,  Arrival,before,   2,   7,   1,   8,   1
    5342.454,  3147,  Arrival, after,   3,   8,   1,   8,   1
    5345.483,  3150,  Arrival,before,   2,   8,   1,   8,   1
    5345.483,  3150,  Arrival, after,   3,   9,   1,   8,   1
    5349.278,  3146,Finish(2),before,   2,   9,   1,   8,   1
    5349.278,  3146,Finish(2), after,   3,   9,   1,   7,   1
    5351.234,  3151,  Arrival,before,   2,   9,   1,   7,   1
    5351.234,  3151,  Arrival, after,   3,   9,   1,   8,   1
    5357.251,  3153,Finish(2),before,   2,   9,   1,   8,   1
    5357.251,  3153,Finish(2), after,   3,   9,   1,   7,   1
    5357.462,  3149,Finish(1),before,   2,   9,   1,   7,   1
    5357.462,  3149,Finish(1), after,   3,   8,   1,   7,   1
    5357.789,  3156,Finish(2),before,   2,   8,   1,   7,   1
    5357.789,  3156,Finish(2), after,   3,   8,   1,   6,   1
    5360.384,  3154,  Arrival,before,   2,   8,   1,   6,   1
