# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1,length_queue2,in_service2
    5360.384,  3154,  Arrival, after,   3,   8,   1,   7,   1
    5360.385,  3161,  Arrival,before,   2,   8,   1,   7,   1
    5360.385,  3161,  Arrival, after,   3,   8,   1,   8,   1
    5360.668,  3162,  Arrival,before,   2,   8,   1,   8,   1
    5360.668,  3162,  Arrival, after,   3,   9,   1,   8,   1
    5363.276,  3163,  Arrival,before,   2,   9,   1,   8,   1
    5363.276,  3163,  Arrival, after,   3,   9,   1,   9,   1
    5364.296,  3158,Finish(1),before,   2,   9,   1,   9,   1
    5364.296,  3158,Finish(1), after,   3,   8,   1,   9,   1
    5367.931,  3166,Finish(1),before,   2,   8,   1,   9,   1
    5367.931,  3166,Finish(1), after,   3,   7,   1,   9,   1
    5369.140,  3168,Finish(1),before,   2,   7,   1,   9,   1
    5369.140,  3168,Finish(1), after,   3,   6,   1,   9,   1
    5369.652,  3160,Finish(2),before,   2,   6,   1,   9,   1
    5369.652,  3160,Finish(2), after,   3,   6,   1,   8,   1
    5370.401,  3164,  Arrival,before,   2,   6,   1,   8,   1
    5370.401,  3164,  Arrival, after,   3,   7,   1,   8,   1
    5375.331,  3172,Finish(2),before,   2,   7,   1,   8,   1
    5375.331,  3172,Finish(2), after,   3,   7,   1,   7,   1
    5380.206,  3170,Finish(1),before,   2,   7,   1,   7,   1
    5380.206,  3170,Finish(1), after,   3,   6,   1,   7,   1
    5380.637,  3177,Finish(1),before,   2,   6,   1,   7,   1
    5380.637,  3177,Finish(1), after,   3,   5,   1,   7,   1
    5382.116,  3179,Finish(1),before,   2,   5,   1,   7,   1
    5382.116,  3179,Finish(1), after,   3,   4,   1,   7,   1
    5385.867,  3175,Finish(2),before,   2,   4,   1,   7,   1
    5385.867,  3175,Finish(2), after,   3,   4,   1,   6,   1
    5386.413,  3183,Finish(2),before,   2,   4,   1,   6,   1
    5386.413,  3183,Finish(2), after,   3,   4,   1,   5,   1
    5392.892,  3185,Finish(2),before,   2,   4,   1,   5,   1
    5392.892,  3185,Finish(2), after,   3,   4,   1,   4,   1
    5393.388,  3187,Finish(2),before,   2,   4,   1,   4,   1
    5393.388,  3187,Finish(2), after,   3,   4,   1,   3,   1
    5395.691,  3173,  Arrival,before,   2,   4,   1,   3,   1
    5395.691,  3173,  Arrival, after,   3,   4,   1,   4,   1
    5396.262,  3189,Finish(2),before,   2,   4,   1,   4,   1
    5396.262,  3189,Finish(2), after,   3,   4,   1,   3,   1
    5399.958,  3181,Finish(1),before,   2,   4,   1,   3,   1
    5399.958,  3181,Finish(1), after,   3,   3,   1,   3,   1
    5411.534,  3194,Finish(1),before,   2,   3,   1,   3,   1
    5411.534,  3194,Finish(1), after,   3,   2,   1,   3,   1
    5413.253,  3196,Finish(1),before,   2,   2,   1,   3,   1
    5413.253,  3196,Finish(1), after,   3,   1,   1,   3,   1
    5415.648,  3192,Finish(2),before,   2,   1,   1,   3,   1
    5415.648,  3192,Finish(2), after,   3,   1,   1,   2,   1
    5416.058,  3200,Finish(2),before,   2,   1,   1,   2,   1
    5416.058,  3200,Finish(2), after,   3,   1,   1,   1,   1
    5416.553,  3190,  Arrival,before,   2,   1,   1,   1,   1
    5416.553,  3190,  Arrival, after,   3,   2,   1,   1,   1
    5417.961,  3202,Finish(2),before,   2,   2,   1,   1,   1
    5417.961,  3202,Finish(2), after,   3,   2,   1,   0,   1
    5418.622,  3203,  Arrival,before,   2,   2,   1,   0,   1
    5418.622,  3203,  Arrival, after,   3,   2,   1,   1,   1
    5420.307,  3205,Finish(2),before,   2,   2,   1,   1,   1
    5420.307,  3205,Finish(2), after,   3,   2,   1,   0,   1
    5421.738,  3206,  Arrival,before,   2,   2,   1,   0,   1
    5421.738,  3206,  Arrival, after,   3,   2,   1,   1,   1
    5423.220,  3209,  Arrival,before,   2,   2,   1,   1,   1
    5423.220,  3209,  Arrival, after,   3,   2,   1,   2,   1
    5427.439,  3210,  Arrival,before,   2,   2,   1,   2,   1
    5427.439,  3210,  Arrival, after,   3,   3,   1,   2,   1
    5428.115,  3211,  Arrival,before,   2,   3,   1,   2,   1
    5428.115,  3211,  Arrival, after,   3,   3,   1,   3,   1
    5428.340,  3208,Finish(2),before,   2,   3,   1,   3,   1
    5428.340,  3208,Finish(2), after,   3,   3,   1,   2,   1
    5429.414,  3212,  Arrival,before,   2,   3,   1,   2,   1
    5429.414,  3212,  Arrival, after,   3,   3,   1,   3,   1
    5430.691,  3215,  Arrival,before,   2,   3,   1,   3,   1
    5430.691,  3215,  Arrival, after,   3,   4,   1,   3,   1
    5432.354,  3216,  Arrival,before,   2,   4,   1,   3,   1
    5432.354,  3216,  Arrival, after,   3,   4,   1,   4,   1
    5436.273,  3198,Finish(1),before,   2,   4,   1,   4,   1
    5436.273,  3198,Finish(1), after,   3,   3,   1,   4,   1
    5436.657,  3217,  Arrival,before,   2,   3,   1,   4,   1
    5436.657,  3217,  Arrival, after,   3,   4,   1,   4,   1
    5441.666,  3220,  Arrival,before,   2,   4,   1,   4,   1
    5441.666,  3220,  Arrival, after,   3,   5,   1,   4,   1
    5442.177,  3219,Finish(1),before,   2,   5,   1,   4,   1
    5442.177,  3219,Finish(1), after,   3,   4,   1,   4,   1
    5442.934,  3221,  Arrival,before,   2,   4,   1,   4,   1
    5442.934,  3221,  Arrival, after,   3,   5,   1,   4,   1
    5444.608,  3224,  Arrival,before,   2,   5,   1,   4,   1
    5444.608,  3224,  Arrival, after,   3,   5,   1,   5,   1
    5447.878,  3223,Finish(1),before,   2,   5,   1,   5,   1
    5447.878,  3223,Finish(1), after,   3,   4,   1,   5,   1
    5450.282,  3225,  Arrival,before,   2,   4,   1,   5,   1
    5450.282,  3225,  Arrival, after,   3,   5,   1,   5,   1
    5454.615,  3228,  Arrival,before,   2,   5,   1,   5,   1
    5454.615,  3228,  Arrival, after,   3,   6,   1,   5,   1
    5455.004,  3229,  Arrival,before,   2,   6,   1,   5,   1
    5455.004,  3229,  Arrival, after,   3,   6,   1,   6,   1
    5456.539,  3214,Finish(2),before,   2,   6,   1,   6,   1
    5456.539,  3214,Finish(2), after,   3,   6,   1,   5,   1
    5457.438,  3230,  Arrival,before,   2,   6,   1,   5,   1
    5457.438,  3230,  Arrival, after,   3,   6,   1,   6,   1
    5457.675,  3232,Finish(2),before,   2,   6,   1,   6,   1
    5457.675,  3232,Finish(2), after,   3,   6,   1,   5,   1
    5461.741,  3227,Finish(1),before,   2,   6,   1,   5,   1
    5461.741,  3227,Finish(1), after,   3,   5,   1,   5,   1
    5469.656,  3237,Finish(1),before,   2,   5,   1,   5,   1
    5469.656,  3237,Finish(1), after,   3,   4,   1,   5,   1
    5469.750,  3233,  Arrival,before,   2,   4,   1,   5,   1
    5469.750,  3233,  Arrival, after,   3,   5,   1,   5,   1
    5474.640,  3235,Finish(2),before,   2,   5,   1,   5,   1
    5474.640,  3235,Finish(2), after,   3,   5,   1,   4,   1
    5477.887,  3240,  Arrival,before,   2,   5,   1,   4,   1
    5477.887,  3240,  Arrival, after,   3,   5,   1,   5,   1
    5478.903,  3243,  Arrival,before,   2,   5,   1,   5,   1
    5478.903,  3243,  Arrival, after,   3,   6,   1,   5,   1
    5481.829,  3244,  Arrival,before,   2,   6,   1,   5,   1
    5481.829,  3244,  Arrival, after,   3,   6,   1,   6,   1
    5482.458,  3242,Finish(2),before,   2,   6,   1,   6,   1
    5482.458,  3242,Finish(2), after,   3,   6,   1,   5,   1
    5482.870,  3245,  Arrival,before,   2,   6,   1,   5,   1
    5482.870,  3245,  Arrival, after,   3,   6,   1,   6,   1
    5483.271,  3248,  Arrival,before,   2,   6,   1,   6,   1
    5483.271,  3248,  Arrival, after,   3,   7,   1,   6,   1
    5486.420,  3239,Finish(1),before,   2,   7,   1,   6,   1
    5486.420,  3239,Finish(1), after,   3,   6,   1,   6,   1
    5487.918,  3249,  Arrival,before,   2,   6,   1,   6,   1
    5487.918,  3249,  Arrival, after,   3,   7,   1,   6,   1
    5489.207,  3247,Finish(2),before,   2,   7,   1,   6,   1
    5489.207,  3247,Finish(2), after,   3,   7,   1,   5,   1
    5489.935,  3252,  Arrival,before,   2,   7,   1,   5,   1
    5489.935,  3252,  Arrival, after,   3,   7,   1,   6,   1
    5491.847,  3251,Finish(1),before,   2,   7,   1,   6,   1
    5491.847,  3251,Finish(1), after,   3,   6,   1,   6,   1
    5493.063,  3255,  Arrival,before,   2,   6,   1,   6,   1
    5493.063,  3255,  Arrival, after,   3,   7,   1,   6,   1
    5493.917,  3257,Finish(1),before,   2,   7,   1,   6,   1
    5493.917,  3257,Finish(1), after,   3,   6,   1,   6,   1
    5495.545,  3258,  Arrival,before,   2,   6,   1,   6,   1
    5495.545,  3258,  Arrival, after,   3,   7,   1,   6,   1
    5498.807,  3254,Finish(2),before,   2,   7,   1,   6,   1
    5498.807,  3254,Finish(2), after,   3,   7,   1,   5,   1
    5499.866,  3261,  Arrival,before,   2,   7,   1,   5,   1
    5499.866,  3261,  Arrival, after,   3,   7,   1,   6,   1
    5501.446,  3263,Finish(2),before,   2,   7,   1,   6,   1
    5501.446,  3263,Finish(2), after,   3,   7,   1,   5,   1
    5502.336,  3260,Finish(1),before,   2,   7,   1,   5,   1
    5502.336,  3260,Finish(1), after,   3,   6,   1,   5,   1
    5508.908,  3264,  Arrival,before,   2,   6,   1,   5,   1
    5508.908,  3264,  Arrival, after,   3,   6,   1,   6,   1
    5515.384,  3269,  Arrival,before,   2,   6,   1,   6,   1
    5515.384,  3269,  Arrival, after,   3,   7,   1,   6,   1
    5525.317,  3270,  Arrival,before,   2,   7,   1,   6,   1
    5525.317,  3270,  Arrival, after,   3,   7,   1,   7,   1
    5526.061,  3271,  Arrival,before,   2,   7,   1,   7,   1
    5526.061,  3271,  Arrival, after,   3,   8,   1,   7,   1
    5527.805,  3266,Finish(2),before,   2,   8,   1,   7,   1
    5527.805,  3266,Finish(2), after,   3,   8,   1,   6,   1
    5530.273,  3268,Finish(1),before,   2,   8,   1,   6,   1
    5530.273,  3268,Finish(1), after,   3,   7,   1,   6,   1
    5531.003,  3276,Finish(1),before,   2,   7,   1,   6,   1
    5531.003,  3276,Finish(1), after,   3,   6,   1,   6,   1
    5532.786,  3274,Finish(2),before,   2,   6,   1,   6,   1
    5532.786,  3274,Finish(2), after,   3,   6,   1,   5,   1
    5533.199,  3272,  Arrival,before,   2,   6,   1,   5,   1
    5533.199,  3272,  Arrival, after,   3,   6,   1,   6,   1
    5535.482,  3281,  Arrival,before,   2,   6,   1,   6,   1
    5535.482,  3281,  Arrival, after,   3,   7,   1,   6,   1
    5547.811,  3280,Finish(2),before,   2,   7,   1,   6,   1
    5547.811,  3280,Finish(2), after,   3,   7,   1,   5,   1
    5549.949,  3282,  Arrival,before,   2,   7,   1,   5,   1
    5549.949,  3282,  Arrival, after,   3,   7,   1,   6,   1
    5552.766,  3285,  Arrival,before,   2,   7,   1,   6,   1
    5552.766,  3285,  Arrival, after,   3,   7,   1,   7,   1
    5553.202,  3286,  Arrival,before,   2,   7,   1,   7,   1
    5553.202,  3286,  Arrival, after,   3,   8,   1,   7,   1
    5560.038,  3284,Finish(2),before,   2,   8,   1,   7,   1
    5560.038,  3284,Finish(2), after,   3,   8,   1,   6,   1
    5560.403,  3278,Finish(1),before,   2,   8,   1,   6,   1
    5560.403,  3278,Finish(1), after,   3,   7,   1,   6,   1
    5560.664,  3289,Finish(2),before,   2,   7,   1,   6,   1
    5560.664,  3289,Finish(2), after,   3,   7,   1,   5,   1
    5561.296,  3287,  Arrival,before,   2,   7,   1,   5,   1
    5561.296,  3287,  Arrival, after,   3,   7,   1,   6,   1
    5561.623,  3293,Finish(2),before,   2,   7,   1,   6,   1
    5561.623,  3293,Finish(2), after,   3,   7,   1,   5,   1
    5563.467,  3294,  Arrival,before,   2,   7,   1,   5,   1
    5563.467,  3294,  Arrival, after,   3,   7,   1,   6,   1
    5564.734,  3297,  Arrival,before,   2,   7,   1,   6,   1
    5564.734,  3297,  Arrival, after,   3,   7,   1,   7,   1
    5566.752,  3291,Finish(1),before,   2,   7,   1,   7,   1
    5566.752,  3291,Finish(1), after,   3,   6,   1,   7,   1
    5568.007,  3298,  Arrival,before,   2,   6,   1,   7,   1
    5568.007,  3298,  Arrival, after,   3,   7,   1,   7,   1
    5571.493,  3296,Finish(2),before,   2,   7,   1,   7,   1
    5571.493,  3296,Finish(2), after,   3,   7,   1,   6,   1
    5579.748,  3301,  Arrival,before,   2,   7,   1,   6,   1
    5579.748,  3301,  Arrival, after,   3,   7,   1,   7,   1
    5582.078,  3303,Finish(2),before,   2,   7,   1,   7,   1
    5582.078,  3303,Finish(2), after,   3,   7,   1,   6,   1
    5582.207,  3304,  Arrival,before,   2,   7,   1,   6,   1
    5582.207,  3304,  Arrival, after,   3,   7,   1,   7,   1
    5584.204,  3300,Finish(1),before,   2,   7,   1,   7,   1
    5584.204,  3300,Finish(1), after,   3,   6,   1,   7,   1
    5588.819,  3309,Finish(1),before,   2,   6,   1,   7,   1
    5588.819,  3309,Finish(1), after,   3,   5,   1,   7,   1
    5590.702,  3307,  Arrival,before,   2,   5,   1,   7,   1
    5590.702,  3307,  Arrival, after,   3,   6,   1,   7,   1
    5591.222,  3311,Finish(1),before,   2,   6,   1,   7,   1
    5591.222,  3311,Finish(1), after,   3,   5,   1,   7,   1
    5591.819,  3312,  Arrival,before,   2,   5,   1,   7,   1
    5591.819,  3312,  Arrival, after,   3,   6,   1,   7,   1
    5592.572,  3314,Finish(1),before,   2,   6,   1,   7,   1
    5592.572,  3314,Finish(1), after,   3,   5,   1,   7,   1
    5593.106,  3317,Finish(1),before,   2,   5,   1,   7,   1
    5593.106,  3317,Finish(1), after,   3,   4,   1,   7,   1
    5593.474,  3315,  Arrival,before,   2,   4,   1,   7,   1
    5593.474,  3315,  Arrival, after,   3,   5,   1,   7,   1
    5597.748,  3320,  Arrival,before,   2,   5,   1,   7,   1
    5597.748,  3320,  Arrival, after,   3,   6,   1,   7,   1
    5599.116,  3319,Finish(1),before,   2,   6,   1,   7,   1
    5599.116,  3319,Finish(1), after,   3,   5,   1,   7,   1
    5601.887,  3321,  Arrival,before,   2,   5,   1,   7,   1
    5601.887,  3321,  Arrival, after,   3,   6,   1,   7,   1
    5601.985,  3323,Finish(1),before,   2,   6,   1,   7,   1
    5601.985,  3323,Finish(1), after,   3,   5,   1,   7,   1
    5605.166,  3306,Finish(2),before,   2,   5,   1,   7,   1
    5605.166,  3306,Finish(2), after,   3,   5,   1,   6,   1
    5607.987,  3324,  Arrival,before,   2,   5,   1,   6,   1
    5607.987,  3324,  Arrival, after,   3,   6,   1,   6,   1
    5609.931,  3326,Finish(1),before,   2,   6,   1,   6,   1
    5609.931,  3326,Finish(1), after,   3,   5,   1,   6,   1
    5612.729,  3329,  Arrival,before,   2,   5,   1,   6,   1
    5612.729,  3329,  Arrival, after,   3,   6,   1,   6,   1
    5619.923,  3332,  Arrival,before,   2,   6,   1,   6,   1
    5619.923,  3332,  Arrival, after,   3,   7,   1,   6,   1
    5620.027,  3333,  Arrival,before,   2,   7,   1,   6,   1
    5620.027,  3333,  Arrival, after,   3,   7,   1,   7,   1
    5620.955,  3334,  Arrival,before,   2,   7,   1,   7,   1
    5620.955,  3334,  Arrival, after,   3,   8,   1,   7,   1
    5624.290,  3335,  Arrival,before,   2,   8,   1,   7,   1
    5624.290,  3335,  Arrival, after,   3,   8,   1,   8,   1
    5624.947,  3331,Finish(1),before,   2,   8,   1,   8,   1
    5624.947,  3331,Finish(1), after,   3,   7,   1,   8,   1
    5625.674,  3336,  Arrival,before,   2,   7,   1,   8,   1
    5625.674,  3336,  Arrival, after,   3,   8,   1,   8,   1
    5633.587,  3338,Finish(1),before,   2,   8,   1,   8,   1
    5633.587,  3338,Finish(1), after,   3,   7,   1,   8,   1
    5638.221,  3341,Finish(1),before,   2,   7,   1,   8,   1
    5638.221,  3341,Finish(1), after,   3,   6,   1,   8,   1
    5638.384,  3328,Finish(2),before,   2,   6,   1,   8,   1
    5638.384,  3328,Finish(2), after,   3,   6,   1,   7,   1
    5640.684,  3343,Finish(1),before,   2,   6,   1,   7,   1
    5640.684,  3343,Finish(1), after,   3,   5,   1,   7,   1
    5645.157,  3347,Finish(1),before,   2,   5,   1,   7,   1
    5645.157,  3347,Finish(1), after,   3,   4,   1,   7,   1
    5646.509,  3345,Finish(2),before,   2,   4,   1,   7,   1
    5646.509,  3345,Finish(2), after,   3,   4,   1,   6,   1
    5646.600,  3339,  Arrival,before,   2,   4,   1,   6,   1
    5646.600,  3339,  Arrival, after,   3,   5,   1,   6,   1
    5655.845,  3349,Finish(1),before,   2,   5,   1,   6,   1
    5655.845,  3349,Finish(1), after,   3,   4,   1,   6,   1
    5665.040,  3352,  Arrival,before,   2,   4,   1,   6,   1
    5665.040,  3352,  Arrival, after,   3,   5,   1,   6,   1
    5665.442,  3355,  Arrival,before,   2,   5,   1,   6,   1
    5665.442,  3355,  Arrival, after,   3,   6,   1,   6,   1
    5667.645,  3354,Finish(1),before,   2,   6,   1,   6,   1
    5667.645,  3354,Finish(1), after,   3,   5,   1,   6,   1
    5673.381,  3356,  Arrival,before,   2,   5,   1,   6,   1
    5673.381,  3356,  Arrival, after,   3,   6,   1,   6,   1
    5676.714,  3359,  Arrival,before,   2,   6,   1,   6,   1
    5676.714,  3359,  Arrival, after,   3,   7,   1,   6,   1
    5677.670,  3358,Finish(1),before,   2,   7,   1,   6,   1
    5677.670,  3358,Finish(1), after,   3,   6,   1,   6,   1
    5678.753,  3351,Finish(2),before,   2,   6,   1,   6,   1
    5678.753,  3351,Finish(2), after,   3,   6,   1,   5,   1
    5679.481,  3362,Finish(1),before,   2,   6,   1,   5,   1
    5679.481,  3362,Finish(1), after,   3,   5,   1,   5,   1
    5680.007,  3360,  Arrival,before,   2,   5,   1,   5,   1
    5680.007,  3360,  Arrival, after,   3,   6,   1,   5,   1
    5686.112,  3367,  Arrival,before,   2,   6,   1,   5,   1
    5686.112,  3367,  Arrival, after,   3,   6,   1,   6,   1
    5695.623,  3364,Finish(2),before,   2,   6,   1,   6,   1
    5695.623,  3364,Finish(2), after,   3,   6,   1,   5,   1
    5699.675,  3368,  Arrival,before,   2,   6,   1,   5,   1
    5699.675,  3368,  Arrival, after,   3,   6,   1,   6,   1
    5700.468,  3371,  Arrival,before,   2,   6,   1,   6,   1
    5700.468,  3371,  Arrival, after,   3,   7,   1,   6,   1
    5700.945,  3370,Finish(2),before,   2,   7,   1,   6,   1
    5700.945,  3370,Finish(2), after,   3,   7,   1,   5,   1
    5701.225,  3372,  Arrival,before,   2,   7,   1,   5,   1
    5701.225,  3372,  Arrival, after,   3,   7,   1,   6,   1
    5702.161,  3375,  Arrival,before,   2,   7,   1,   6,   1
    5702.161,  3375,  Arrival, after,   3,   7,   1,   7,   1
    5707.840,  3374,Finish(2),before,   2,   7,   1,   7,   1
    5707.840,  3374,Finish(2), after,   3,   7,   1,   6,   1
    5710.676,  3366,Finish(1),before,   2,   7,   1,   6,   1
    5710.676,  3366,Finish(1), after,   3,   6,   1,   6,   1
    5714.119,  3378,Finish(2),before,   2,   6,   1,   6,   1
    5714.119,  3378,Finish(2), after,   3,   6,   1,   5,   1
    5716.803,  3376,  Arrival,before,   2,   6,   1,   5,   1
    5716.803,  3376,  Arrival, after,   3,   6,   1,   6,   1
    5717.061,  3383,  Arrival,before,   2,   6,   1,   6,   1
    5717.061,  3383,  Arrival, after,   3,   7,   1,   6,   1
    5722.044,  3382,Finish(2),before,   2,   7,   1,   6,   1
    5722.044,  3382,Finish(2), after,   3,   7,   1,   5,   1
    5729.365,  3380,Finish(1),before,   2,   7,   1,   5,   1
    5729.365,  3380,Finish(1), after,   3,   6,   1,   5,   1
    5732.496,  3386,Finish(2),before,   2,   6,   1,   5,   1
    5732.496,  3386,Finish(2), after,   3,   6,   1,   4,   1
    5735.429,  3384,  Arrival,before,   2,   6,   1,   4,   1
    5735.429,  3384,  Arrival, after,   3,   6,   1,   5,   1
    5740.691,  3391,  Arrival,before,   2,   6,   1,   5,   1
    5740.691,  3391,  Arrival, after,   3,   6,   1,   6,   1
